projectid,countryname,regionname,sector_group,approval_year,closingyear,env_cat,planned_cost_adj_both,duration_planned,cancellation,delay,cost_change_perc_num,app_E_pct,app_S_pct,app_G_pct,app_E1_pct,app_E2_pct,app_E3_pct,app_S1_pct,app_S2_pct,app_S3_pct,app_S4_pct,app_S5_pct,app_G1_pct,app_G2_pct,app_G3_pct,app_G4_pct,app_G5_pct,E_emergence_rate,S_emergence_rate,G_emergence_rate,E1_emergence_rate,E2_emergence_rate,E3_emergence_rate,S1_emergence_rate,S2_emergence_rate,S3_emergence_rate,S4_emergence_rate,S5_emergence_rate,G1_emergence_rate,G2_emergence_rate,G3_emergence_rate,G4_emergence_rate,G5_emergence_rate,app_S3a_Land_pct,app_S3b_Displac_pct,app_G2a_Cost_pct,app_G2b_Fiscal_pct,app_G2c_Econ_pct,app_E3a_Habitat_pct,app_E3b_Species_pct,app_E3c_Forest_pct,app_E3d_Biodiv_pct,S3a_Land_emergence_rate,S3b_Displac_emergence_rate,G2a_Cost_emergence_rate,G2b_Fiscal_emergence_rate,G2c_Econ_emergence_rate,E3a_Habitat_emergence_rate,E3b_Species_emergence_rate,E3c_Forest_emergence_rate,E3d_Biodiv_emergence_rate,era,size_category,low_S3_coverage,low_S4_coverage,low_E3_coverage,high_G2_emergence,risk_score
P010556,Pakistan,"Middle East, North Africa, Afghanistan, and Pakistan",Transport,2003,2013,B,1749.336662,183.3,False,106.5,309.33,0.6309885487263379,2.140687076419724,5.477915400794578,0.1308716989950923,0.12152372049544286,0.3785931292358028,0.9207758822154709,0.5234867959803692,0.5328347744800187,0.09347978499649451,0.07010983874737088,0.7010983874737089,1.4956765599439121,0.9675157747137182,1.327412946950222,0.9862117317130171,0.5531914893617021,0.4787234042553192,0.36764705882352944,0.5555555555555556,0.6666666666666666,0.47058823529411764,0.47619047619047616,0.53125,0.3333333333333333,0.5,1.0,0.391304347826087,0.35,0.3125,0.4358974358974359,0.38235294117647056,0.2523954194905352,0.2804393549894835,0.1822855807431643,1.0282776349614395,0.28511334423930823,0.2243514839915868,0.0186959569992989,0.13554568824491703,0.0,-0.17204301075268819,-0.44047619047619047,0.14130434782608695,-0.4180064308681672,-0.28125,0.0,-0.2857142857142857,0.078125,0.0,2000-05,Medium,0,1,0,0,1
P010566,India,South Asia,Transport,2000,2007,B,4177.004609,161.9,False,60.9,-23.39,2.0015065102765526,2.1790595071559236,3.142150005380394,0.5649413537070913,0.6187452921553858,0.8178198644140751,0.6671688367588507,0.4035295383622082,0.7263531690519746,0.30668244915527815,0.07532551382761217,0.5326589906381147,0.9684708920692995,0.559560959862262,0.7263531690519746,0.35510599375874313,0.2916666666666667,0.5,0.43523316062176165,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.45161290322580644,0.7,0.5,0.125,0.0,0.39285714285714285,0.43661971830985913,0.5,0.24,0.5714285714285714,0.511137415258797,0.21521575379317764,0.22597654148283655,0.4035295383622082,0.3389648122242548,0.20445496610351876,0.21521575379317764,0.3981491445173787,0.0,-0.16463414634146342,-0.0125,0.08602150537634409,0.025806451612903226,0.03787878787878788,-0.4,-0.9285714285714286,-0.935064935064935,0.0,2000-05,Large,0,0,0,1,1
P034038,Lebanon,"Middle East, North Africa, Afghanistan, and Pakistan",Transport,2002,2015,A,945.4281714,199.4,False,213.0,170.46,0.46828126143264803,2.6596912270432425,3.007243725762786,0.2304821833613814,0.10243652593839175,0.1353625521328748,0.6255944976951782,1.236555205970586,0.44633057730299264,0.032926026194483066,0.3182849198800029,0.5560839979512695,0.6255944976951782,0.3475524987195434,0.6731543133094314,0.8048584180873637,0.22727272727272727,0.2318840579710145,0.4011299435028249,0.18181818181818182,0.5,0.14285714285714285,0.3333333333333333,0.2857142857142857,0.14285714285714285,0.3333333333333333,0.0,0.3888888888888889,0.45652173913043476,0.5714285714285714,0.36363636363636365,0.23529411764705882,0.3877954196239116,0.058535157679081004,0.12438721006804712,0.3914538669788542,0.10975342064827687,0.11341186800321944,0.0036584473549425628,0.014633789419770251,0.0036584473549425628,0.16796875,0.3125,-0.2777777777777778,-0.23563218390804597,0.2077922077922078,-0.3125,0.0,-0.8,0.25,2000-05,Small,0,1,1,1,3
P035076,Zambia,Eastern and Southern Africa,Energy,1998,2005,B,1696.937122,148.0,True,91.3,90.2,1.6371971185330716,1.2399039511023793,4.597249508840864,0.13097576948264572,1.2922942588954376,0.21392709015498798,0.5850251036891508,0.2837808338790657,0.13097576948264572,0.10914647456887142,0.13097576948264572,0.41912246234446626,2.567125081859856,0.397293167430692,0.8906352324819908,0.3230735647238594,0.4024390243902439,0.44,0.5252525252525253,0.4166666666666667,0.4032258064516129,0.375,0.40540540540540543,0.6428571428571429,0.45454545454545453,0.5,0.14285714285714285,0.5277777777777778,0.46153846153846156,0.6486486486486487,0.6296296296296297,0.4,0.091683038637852,0.03929273084479371,0.37109801353416283,1.676489849377865,0.519537218947828,0.13097576948264572,0.07858546168958742,0.0,0.004365858982754857,-0.43333333333333335,0.0,-0.2857142857142857,-0.42407407407407405,-0.4226190476190476,-0.08928571428571429,0.05128205128205128,0.0,-0.5,1995-99,Medium,1,1,1,1,4
P035079,"Korea, Republic of",East Asia and Pacific,Water,1994,2001,A,654.7737599,168.3,True,45.7,-7.54,5.645679408930293,0.891423064567941,2.553806617410858,3.6219081272084805,1.3009958239640218,0.72277545775779,0.45775778991326693,0.16864760681015098,0.152585929971089,0.05621586893671699,0.05621586893671699,0.40154192097654995,0.9877931256023129,0.16864760681015098,0.6504979119820109,0.34532605203983296,0.32926829268292684,0.4473684210526316,0.4918032786885246,0.23255813953488372,0.35,0.5263157894736842,0.5,0.5,0.25,0.0,0.5,0.375,0.45098039215686275,0.65,0.5,0.5217391304347826,0.144555091551558,0.008030838419531,0.19274012206874397,0.6826212656601349,0.11243173787343398,0.21683263732733696,0.4818503051718599,0.024092515258592996,0.0,0.075,0.25,-0.06521739130434782,-0.25735294117647056,0.275,0.1791044776119403,0.1357142857142857,0.125,0.5,1989-94,Small,1,1,0,1,3
P035160,India,South Asia,Energy,1998,2000,B,610.4632912,90.1,True,0.0,-13.68,1.4787795139744664,1.6611623206979838,4.347611771084932,0.07886824074530487,1.3309015625770197,0.06900971065214176,0.38941193867994284,0.16759501158377285,0.1725242766303544,0.9217725637107507,0.009858530093163108,0.5126435648444817,2.001281608912111,0.8083994676393749,0.41898752895943214,0.6062996007295313,0.39285714285714285,0.46938775510204084,0.39344262295081966,0.625,0.3333333333333333,0.4444444444444444,0.5185185185185185,0.5,0.3333333333333333,0.3333333333333333,0.5,0.2857142857142857,0.3076923076923077,0.4666666666666667,0.375,0.5833333333333334,0.13309015625770196,0.03943412037265243,0.11830236111795732,1.3259722975304382,0.5570069502637157,0.05915118055897866,0.004929265046581554,0.004929265046581554,0.0,-0.4473684210526316,-0.3076923076923077,-0.4411764705882353,-0.2894736842105263,-0.31976744186046513,0.0,0.7272727272727273,0.5714285714285714,0.0,1995-99,Small,1,0,1,0,2
P035172,India,South Asia,Energy,2000,2004,B,1724.097625,142.6,True,0.0,-8.45,1.2119211543902668,0.7073469772705838,4.9537866641516555,0.0943129303027445,1.035084410072621,0.08252381401490144,0.5163632934075262,0.023578232575686125,0.08016599075733283,0.07073469772705837,0.01650476280298029,0.5470149957559182,2.4757144204470434,0.9454871262850137,0.3961143072715269,0.5894558143921532,0.21052631578947367,0.3783783783783784,0.27058823529411763,0.2,0.25,0.0,0.3181818181818182,0.75,0.5,0.0,0.0,0.20833333333333334,0.2441860465116279,0.43478260869565216,0.3333333333333333,0.1875,0.06601905121192116,0.014146939545411677,0.2640762048476846,1.8131660850702631,0.3984721305290956,0.05187211166650948,0.02593605583325474,0.0,0.004715646515137226,-0.5405405405405406,-0.4444444444444444,-0.45161290322580644,-0.5482897384305835,-0.42436974789915966,-0.40625,-0.6428571428571429,0.0,-0.6666666666666666,2000-05,Medium,1,1,1,0,3
P035173,India,South Asia,Energy,2001,2006,A,16983.3219,157.0,False,0.0,-74.24,2.091627547685543,0.7962445778121101,3.749480064174936,0.1010161031552677,1.7113316299245351,0.2792798146057401,0.421890783766118,0.059421237150157465,0.18420583516548814,0.0772476082952047,0.05347911343514172,0.7962445778121101,1.5806049081941886,0.36841167033097627,0.5229068869213858,0.48131202091627545,0.4745762711864407,0.5686274509803921,0.4411764705882353,0.7142857142857143,0.4166666666666667,0.5,0.5185185185185185,0.8888888888888888,0.2857142857142857,0.625,0.0,0.34782608695652173,0.45098039215686275,0.5925925925925926,0.45,0.26666666666666666,0.13666884544536217,0.047536989720125974,0.05347911343514172,1.3191514647334959,0.20797433002555113,0.0772476082952047,0.12478459801533069,0.059421237150157465,0.017826371145047242,-0.34285714285714286,-0.13333333333333333,0.2962962962962963,-0.03248259860788863,0.2111111111111111,-0.038461538461538464,-0.34375,0.045454545454545456,0.6666666666666666,2000-05,Large,1,1,0,1,3
P035544,Indonesia,East Asia and Pacific,Energy,1997,2001,B,983.1370899,159.8,True,-37.8,-96.86,1.9799111454510334,1.1734595325478074,2.7767046552057173,0.4297855901101023,1.4825188333011396,0.06760672203979139,0.49256326057562294,0.08209387676260382,0.06277767046552057,0.5167085184469771,0.019316206297083253,0.5649990341896851,0.8982035928143712,0.4249565385358316,0.28491404288197797,0.6036314467838516,0.5714285714285714,0.68,0.5232558139534884,0.0,1.0,0.5,0.7037037037037037,0.6666666666666666,0.0,0.6363636363636364,0.8,0.5217391304347826,0.5555555555555556,0.6,0.5384615384615384,0.38461538461538464,0.04829051574270813,0.014487154722812439,0.2897430944562488,0.40081128066447747,0.20764921769364494,0.05311956731697895,0.014487154722812439,0.0,0.0,-0.9090909090909091,-0.4,-0.8333333333333334,-0.4152542372881356,-0.06097560975609756,-0.4375,-0.75,0.75,0.0,1995-99,Small,1,0,1,1,3
P035698,China,East Asia and Pacific,Energy,1998,2005,A,3933.367017,199.0,True,30.4,-23.99,2.98181250487862,1.6860510498790102,4.230739208492702,0.8976660682226212,1.49090625243931,0.5932401842166888,0.6556865193973929,0.1483100460541722,0.780579189758801,0.03902895948794005,0.06244633518070409,0.6712981031925689,1.8421668878307702,0.5620170166263367,0.5385996409335727,0.6166575599094528,0.39473684210526316,0.47058823529411764,0.45161290322580644,0.2777777777777778,0.44680851063829785,0.36363636363636365,0.5357142857142857,0.6,0.2222222222222222,0.75,0.3333333333333333,0.375,0.5084745762711864,0.5,0.4583333333333333,0.25,0.26539692451799235,0.5151822652408087,0.23417375692764028,1.0303645304816174,0.5776286004215128,0.14050425415658419,0.4527359300601046,0.0,0.0,-0.6428571428571429,-0.30392156862745096,-0.08928571428571429,-0.2559241706161137,-0.15503875968992248,0.11904761904761904,-0.32954545454545453,0.5,0.0,1995-99,Large,0,1,0,1,2
P035707,Tunisia,"Middle East, North Africa, Afghanistan, and Pakistan",Water,2000,2007,B,1159.394003,183.3,True,45.7,0.0,3.556439142920256,0.7805021721522716,4.867093733892939,0.18408070097930934,3.136735144687431,0.23562329725351594,0.4491569103895148,0.05154259627420661,0.07363228039172373,0.1914439290184817,0.014726456078344746,0.8835873647006849,2.4225020248877107,0.3018923496060673,0.6553272954863412,0.6037846992121346,0.3793103448275862,0.4594594594594595,0.4338235294117647,0.5294117647058824,0.28846153846153844,0.5,0.3333333333333333,0.7142857142857143,0.8,0.25,0.0,0.5,0.2857142857142857,0.7391304347826086,0.47058823529411764,0.3333333333333333,0.06626905235255136,0.007363228039172373,0.3828878580369634,1.4431926956777852,0.5964214711729622,0.13253810470510272,0.02208968411751712,0.0809955084308961,0.0,0.32142857142857145,0.0,-0.019417475728155338,-0.2358490566037736,-0.3360655737704918,0.26,0.4166666666666667,0.0,0.5,2000-05,Medium,1,0,1,0,2
P036405,China,East Asia and Pacific,Water,1997,2007,A,6813.544516,184.8,False,121.8,-16.74,3.7886375410119153,1.7993438093593508,2.5815921257123122,0.4766016232084269,2.9960283198065962,0.3160075979968917,0.5422206872733552,0.38162666206182005,0.6648247280262476,0.15541357278535659,0.05525815921257123,0.33327577275082026,1.077534104645139,0.3177344154722846,0.36090485235710584,0.49214298048696253,0.13114754098360656,0.17647058823529413,0.2988505747126437,0.2,0.075,0.2727272727272727,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.25,0.6666666666666666,0.4444444444444444,0.14285714285714285,0.2797444310136419,0.38508029701260577,0.18822310481782076,0.5629424969780694,0.32636850284924884,0.13987221550682094,0.14159903298221377,0.031082714557071317,0.003453634950785702,-0.8895348837209303,-0.9866666666666667,-0.6846153846153846,-0.8982558139534884,-0.4689922480620155,-0.5825242718446602,-0.9642857142857143,-0.85,-0.6666666666666666,1995-99,Large,0,0,0,0,0
P036414,China,East Asia and Pacific,Water,1998,2007,A,886.4853199,199.2,True,91.2,-2.97,3.9499016226965957,1.324391224321408,2.9259314109209384,1.51903019019612,1.891382994478177,0.5394884380222988,0.5373727970888781,0.19887024774155332,0.32792434468022086,0.13963230160577147,0.12059153320498446,0.5416040789557196,0.9668479065732963,0.4188969048173144,0.4739035690862547,0.5246789514883534,0.23275862068965517,0.23076923076923078,0.39622641509433965,0.1875,0.2916666666666667,0.2,0.23809523809523808,0.21428571428571427,0.25,0.3,0.0,0.28,0.36231884057971014,0.56,0.55,0.3,0.1882920430744494,0.13963230160577147,0.13328537880550914,0.615651511625447,0.2179110161423403,0.23695178454312735,0.1375166606723507,0.1650199928068208,0.0,-0.6422018348623854,-0.17699115044247787,-0.3804347826086957,-0.4082125603864734,-0.125,-0.5202702702702703,-0.5595238095238095,-0.7640449438202247,0.0,1995-99,Small,0,0,0,0,0
P036949,China,East Asia and Pacific,Transport,1998,2004,A,3574.248054,201.5,True,0.0,-10.57,0.8086005696958559,2.4258017090875676,3.767343563355692,0.28484792796104014,0.20215014242396398,0.3216024993108518,0.8821097123954793,1.0658825691445373,0.3491684278232105,0.05513185702471746,0.07350914269962326,0.29403657079849305,1.1577689975190664,0.9464302122576495,0.8729210695580263,0.49618671322245705,0.5416666666666666,0.45098039215686275,0.5462962962962963,0.5714285714285714,0.625,0.4444444444444444,0.35294117647058826,0.5555555555555556,0.4444444444444444,0.5,0.4,0.5909090909090909,0.5757575757575758,0.5,0.5,0.5454545454545454,0.14701828539924652,0.20215014242396398,0.44105485619773965,0.5237526417348158,0.19296149958651107,0.2113387852614169,0.04594321418726454,0.06432049986217035,0.0,0.23255813953488372,0.3382352941176471,-0.4264705882352941,-0.5333333333333333,0.12244897959183673,-0.021739130434782608,-0.8333333333333334,-0.25,0.0,1995-99,Large,0,1,0,1,2
P037047,Peru,Latin America and Caribbean,Transport,1995,2000,B,894.8582858,123.9,False,30.5,-25.14,0.3590281012265176,1.5098587175904363,3.5961030895823627,0.06404285048905449,0.1086787765874864,0.18630647414997673,0.5472752678155566,0.15331470268591835,0.06016146561092998,0.7219375873311598,0.0271696941468716,0.8674895202608292,0.9082440614811363,0.5433938829374321,0.8247942866014595,0.45218133830150603,0.3333333333333333,0.2987012987012987,0.33157894736842103,0.2,0.3333333333333333,0.375,0.25,0.3076923076923077,0.75,0.25,0.5,0.391304347826087,0.3013698630136986,0.39285714285714285,0.2916666666666667,0.2631578947368421,0.058220773171867725,0.0019406924390622574,0.12226362366092222,0.5045800341561869,0.28140040366402735,0.09315323707498836,0.06016146561092998,0.03105107902499612,0.0019406924390622574,-0.4186046511627907,0.6666666666666666,-0.5875,-0.4081081081081081,-0.10646387832699619,-0.4057971014492754,-0.4318181818181818,-0.5714285714285714,0.25,1995-99,Small,1,0,1,0,2
P038121,China,East Asia and Pacific,Energy,1999,2007,B,2380.570995,245.3,True,0.0,20.0,1.2939577552522792,1.2175094852483153,4.0574211450252,0.20386205334390395,0.9343677444928932,0.1557279574154822,0.5776091511410613,0.1840421314910244,0.28031032334786793,0.1302452007474942,0.04530267852086754,0.8267738830058328,1.6478849311965569,0.7418313607792061,0.34260150631406083,0.498329463729543,0.345679012345679,0.3559322033898305,0.3333333333333333,0.4,0.32608695652173914,0.3333333333333333,0.42424242424242425,0.3,0.2857142857142857,0.16666666666666666,0.3333333333333333,0.25,0.3258426966292135,0.25,0.3333333333333333,0.5217391304347826,0.16139079223059064,0.11891953111727732,0.3029616626083017,1.0872642845008211,0.25765898408743415,0.07361685259640977,0.048134095928421765,0.031145591483096438,0.0028314174075542214,-0.6197183098591549,-0.8085106382978723,-0.30303030303030304,-0.4731800766283525,0.08955223880597014,0.0,-0.2962962962962963,-0.09523809523809523,-0.5,1995-99,Large,0,0,1,0,1
P038334,India,South Asia,Energy,2001,2006,B,1806.291758,135.3,True,30.5,1.58,1.557641712508969,0.8819660368332936,4.439727337957426,0.09268117675197321,1.3184644821812963,0.14649605357569961,0.5172207605835925,0.04783544606553456,0.17041377660846688,0.09866060751016503,0.04783544606553456,0.45443673762257836,2.164553934465439,0.7205214063621144,0.4155704376943315,0.6846448218129634,0.3191489361702128,0.38,0.2536231884057971,0.5,0.2571428571428571,0.5,0.32142857142857145,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.35714285714285715,0.2318840579710145,0.32,0.3333333333333333,0.06666666666666667,0.12556804592202822,0.044845730686438656,0.17938292274575462,1.5516622817507775,0.43350872996890694,0.09866060751016503,0.03288686917005501,0.01494857689547955,0.0,-0.7708333333333334,-0.631578947368421,-0.5125,-0.4511173184357542,-0.43349753694581283,-0.675,-0.4375,-0.2222222222222222,0.5,2000-05,Medium,1,1,1,0,3
P040513,China,East Asia and Pacific,Transport,1996,2004,A,3058.331692,200.5,True,60.9,7.0,1.1308562197092082,2.946178046084517,2.7102287220474452,0.4315109259416717,0.33373012498937166,0.36561516877816513,0.9204149307031715,1.1393588980528866,0.6121928407448346,0.12328883598333475,0.1509225406002891,0.4570189609727064,0.7928747555479976,0.4400136042853499,0.5951874840574781,0.42513391718391297,0.29411764705882354,0.19444444444444445,0.352112676056338,0.16666666666666666,0.3333333333333333,0.375,0.16666666666666666,0.19230769230769232,0.4,0.0,0.14285714285714285,0.34782608695652173,0.32075471698113206,0.3870967741935484,0.4117647058823529,0.3333333333333333,0.3294787858175325,0.28271405492730206,0.20406428024827822,0.34010713374713036,0.24870334155258905,0.18280758438908257,0.06589575716350651,0.11691182722557605,0.0,-0.8734939759036144,-0.8287671232876712,-0.6218487394957983,-0.7165775401069518,-0.27717391304347827,-0.8020833333333334,-0.96875,-0.9473684210526315,0.0,1995-99,Large,0,0,0,0,0
P041268,China,East Asia and Pacific,Transport,1999,2006,A,5102.515168,183.8,True,45.7,-6.07,0.5606537434215746,2.446248644646021,3.070372623171925,0.18776611218364053,0.17189855340755825,0.2009890778303758,0.7642874143812974,0.9467643403062439,0.5394969983867982,0.105783725173882,0.0899161663977997,0.5976780472324332,0.8383360220030148,0.47338217015312195,0.7669320075106445,0.39404437627271044,0.39285714285714285,0.189873417721519,0.3305785123966942,0.5,0.4166666666666667,0.3,0.11764705882352941,0.15625,0.3157894736842105,0.2857142857142857,0.0,0.23809523809523808,0.325,0.5,0.23809523809523808,0.35294117647058826,0.2538809404173168,0.28561605796948136,0.1692539602782112,0.43371327321291614,0.23536878851188747,0.11636209769127019,0.0264459312934705,0.055536455716288055,0.00264459312934705,-0.4732824427480916,-0.4276315789473684,-0.6538461538461539,-0.7688172043010753,-0.4435483870967742,-0.2714285714285714,-0.9090909090909091,-0.4827586206896552,-0.5,1995-99,Large,0,1,1,0,2
P041396,Morocco,"Middle East, North Africa, Afghanistan, and Pakistan",Energy,2007,2012,B,1592.561315,173.6,False,0.0,-4.26,3.6371471665589317,1.4565826330532212,3.1027795733678087,0.7369101486748545,2.1417797888386123,0.7584572290454643,0.5472958414134884,0.05171299288946348,0.698125404007757,0.14221073044602456,0.017237664296487827,0.5257487610428787,1.1463046757164403,0.6162464985994398,0.45679810385692743,0.3576815341521224,0.2978723404255319,0.2682926829268293,0.3364485981308411,0.4,0.2631578947368421,0.14285714285714285,0.25,0.5714285714285714,0.0,0.3333333333333333,0.3333333333333333,0.07142857142857142,0.38095238095238093,0.32,0.5384615384615384,0.3076923076923077,0.5386770092652445,0.15944839474251238,0.4869640163757811,0.43094160741219567,0.22839905192846371,0.10342598577892696,0.6377935789700495,0.004309416074121957,0.01292824822236587,-0.9015151515151515,-0.8292682926829268,-0.644927536231884,-0.6475409836065574,-0.3375,-0.13953488372093023,0.041935483870967745,-0.5,-0.75,2006-12,Medium,0,0,0,0,0
